application_id,candidate_id,department,job_title,job_level,source_channel,region,education_level,gender,recruiter,application_date,years_experience,passed_screening,assessment_score,interview_rounds,offer_extended,offer_accepted,hired,final_stage,rejection_reason,time_to_hire_days,cost_per_applicant
APP-100432,CAND-300126,Engineering,DevOps Engineer,Mid,LinkedIn,North America,Bachelor's,Male,A. Mensah,2025-08-18,2.7,True,73.5,0,False,False,False,Assessment,Rejected at Assessment,,2027.94
APP-100276,CAND-581310,Engineering,Software Engineer,Mid,Job Board,North America,Master's,Male,B. Owusu,2025-05-23,8.9,False,,0,False,False,False,Applied,Rejected at Screening,,4475.1
APP-101617,CAND-1135344,Finance,Financial Analyst,Junior,University/Campus,APAC,Bachelor's,Male,C. Adjei,2025-08-16,0.0,True,60.9,0,False,False,False,Assessment,Rejected at Assessment,,2117.98
APP-101335,CAND-942706,Data & Analytics,Analytics Engineer,Mid,University/Campus,EMEA,Master's,Female,F. Antwi,2024-07-13,5.1,True,64.5,1,True,True,True,Hired,,41.0,2236.96
APP-101469,CAND-1154923,Marketing,Content Strategist,Mid,Employee Referral,North America,Unknown,Male,A. Mensah,2024-05-06,1.8,True,65.9,1,True,True,True,Hired,,42.0,718.37
APP-100291,CAND-587116,Sales,Account Executive,Mid,Job Board,APAC,Bachelor's,Male,C. Adjei,2024-04-15,6.6,True,60.4,2,False,False,False,Interview,Rejected at Interview,,2595.05
APP-100901,CAND-445978,Sales,Sales Manager,Junior,Employee Referral,APAC,Master's,Male,F. Antwi,2025-04-14,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,1795.92
APP-100448,CAND-532414,Finance,Accountant,Junior,Employee Referral,North America,Diploma,Male,B. Owusu,2025-06-25,1.6,True,68.8,3,False,False,False,Interview,Rejected at Interview,,702.78
APP-101611,CAND-347946,Customer Success,Customer Success Manager,Mid,Company Website,APAC,Bachelor's,Male,D. Boateng,2024-05-05,0.0,True,66.0,3,True,True,True,Hired,,48.0,582.37
APP-101519,CAND-1038597,Data & Analytics,Data Analyst,Senior,Company Website,LATAM,Master's,Female,F. Antwi,2025-01-31,6.9,False,,0,False,False,False,Applied,Rejected at Screening,,378.9
APP-101579,CAND-574211,Finance,Accountant,Junior,LinkedIn,EMEA,PhD,Female,F. Antwi,2024-10-29,0.5,True,71.7,2,True,True,True,Hired,,50.0,2704.66
APP-100303,CAND-739275,Sales,Account Executive,Junior,Job Board,North America,Bachelor's,Male,C. Adjei,2024-07-18,0.0,True,71.0,0,False,False,False,Assessment,Rejected at Assessment,,1512.29
APP-101699,CAND-367486,Engineering,Software Engineer,Senior,Employee Referral,North America,Bachelor's,Female,F. Antwi,2025-02-22,8.2,True,95.5,3,True,False,False,Offer,Offer Declined,,1907.16
APP-100940,CAND-915092,Engineering,QA Engineer,Senior,University/Campus,North America,Master's,Female,F. Antwi,2025-05-06,8.8,True,50.9,0,False,False,False,Screened,Failed Assessment,,1768.35
APP-100067,CAND-396741,Engineering,Senior Software Engineer,Mid,LinkedIn,EMEA,Master's,Male,D. Boateng,2024-02-15,4.6,True,69.2,0,False,False,False,Assessment,Rejected at Assessment,,1410.77
APP-100019,CAND-794433,Sales,Sales Manager,Junior,Job Board,APAC,Diploma,Female,B. Owusu,2024-11-14,2.3,True,63.1,0,False,False,False,Assessment,Rejected at Assessment,,2293.03
APP-100324,CAND-447710,Customer Success,Onboarding Specialist,Senior,Employee Referral,EMEA,Bachelor's,Female,B. Owusu,2024-05-25,2.9,True,68.9,2,True,True,True,Hired,,48.0,859.32
APP-101284,CAND-779263,Customer Success,Customer Success Manager,Lead,Company Website,North America,Bachelor's,Female,D. Boateng,2024-05-28,12.5,False,,0,False,False,False,Applied,Rejected at Screening,,268.57
APP-101661,CAND-1198453,Engineering,QA Engineer,Mid,Job Board,EMEA,Master's,Male,E. Sarpong,2025-06-30,5.7,True,73.3,3,True,True,True,Hired,,34.0,3076.93
APP-101433,CAND-745021,Engineering,Software Engineer,Mid,Job Board,LATAM,Master's,Male,F. Antwi,2024-04-18,6.9,True,47.5,0,False,False,False,Screened,Failed Assessment,,4192.62
APP-101424,CAND-245829,Sales,Sales Development Rep,Senior,LinkedIn,North America,Master's,Male,C. Adjei,2024-11-15,9.4,True,87.5,1,True,True,True,Hired,,45.0,2384.4
APP-101473,CAND-710724,Engineering,DevOps Engineer,Junior,Job Board,LATAM,Bachelor's,Female,A. Mensah,2024-08-24,1.6,False,,0,False,False,False,Applied,Rejected at Screening,,3999.88
APP-100054,CAND-979546,Sales,Sales Development Rep,Lead,Job Board,APAC,Master's,Male,C. Adjei,2024-05-04,13.7,False,,0,False,False,False,Applied,Rejected at Screening,,1674.16
APP-100963,CAND-695482,Customer Success,Customer Success Manager,Lead,Job Board,EMEA,Bachelor's,Undisclosed,C. Adjei,2024-02-18,11.3,True,52.1,0,False,False,False,Screened,Failed Assessment,,1520.25
APP-100931,CAND-757094,Finance,Accountant,Junior,Employee Referral,EMEA,Diploma,Male,E. Sarpong,2024-03-15,5.7,False,,0,False,False,False,Applied,Rejected at Screening,,1234.12
APP-101704,CAND-810607,Marketing,Content Strategist,Mid,Employee Referral,EMEA,Master's,Male,B. Owusu,2024-04-09,5.1,True,58.6,0,False,False,False,Screened,Failed Assessment,,1197.51
APP-100150,CAND-892925,Finance,Accountant,Senior,LinkedIn,EMEA,Master's,Female,C. Adjei,2024-03-04,3.7,True,52.7,0,False,False,False,Screened,Failed Assessment,,2356.35
APP-101573,CAND-915965,Sales,Account Executive,Junior,Job Board,EMEA,Bachelor's,Female,A. Mensah,2024-12-01,0.6,True,60.6,0,False,False,False,Assessment,Rejected at Assessment,,829.06
APP-101121,CAND-1177870,Engineering,Software Engineer,Junior,Company Website,APAC,Master's,Male,D. Boateng,2024-08-30,4.0,False,,0,False,False,False,Applied,Rejected at Screening,,383.87
APP-101518,CAND-856735,Engineering,Engineering Manager,Mid,Company Website,EMEA,PhD,Female,C. Adjei,2024-02-25,4.7,True,60.9,2,False,False,False,Interview,Rejected at Interview,,803.14
APP-101130,CAND-303720,Engineering,Software Engineer,Junior,University/Campus,North America,Bachelor's,Male,E. Sarpong,2024-06-14,5.1,True,45.7,0,False,False,False,Screened,Failed Assessment,,2286.09
APP-100743,CAND-1094133,Marketing,Growth Marketer,Junior,Job Board,EMEA,Bachelor's,Female,D. Boateng,2024-03-29,2.3,False,,0,False,False,False,Applied,Rejected at Screening,,2515.03
APP-101539,CAND-225384,People & Culture,Recruiter,Mid,Employee Referral,North America,Bachelor's,Female,D. Boateng,2025-04-26,3.1,False,,0,False,False,False,Applied,Rejected at Screening,,535.82
APP-100749,CAND-441876,Marketing,Marketing Specialist,Mid,Company Website,North America,Master's,Male,C. Adjei,2025-07-07,5.0,True,72.5,0,False,False,False,Assessment,Rejected at Assessment,,276.27
APP-100755,CAND-652506,Sales,Account Executive,Junior,University/Campus,APAC,PhD,Male,F. Antwi,2024-07-30,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,1774.06
APP-101048,CAND-450755,People & Culture,HR Business Partner,Junior,LinkedIn,North America,Master's,Male,B. Owusu,2024-02-09,2.5,False,,0,False,False,False,Applied,Rejected at Screening,,2806.33
APP-100811,CAND-1096047,Engineering,QA Engineer,Senior,LinkedIn,North America,PhD,Female,A. Mensah,2024-09-24,13.6,True,76.7,0,False,False,False,Assessment,Rejected at Assessment,,2310.56
APP-100661,CAND-321123,Customer Success,Support Specialist,Junior,University/Campus,North America,Bachelor's,Male,F. Antwi,2024-04-30,1.8,False,,0,False,False,False,Applied,Rejected at Screening,,1508.54
APP-101660,CAND-630206,Customer Success,Customer Success Manager,Junior,Job Board,EMEA,Unknown,Male,E. Sarpong,2024-01-11,3.6,True,53.5,0,False,False,False,Screened,Failed Assessment,,1306.72
APP-101106,CAND-1092962,Customer Success,Support Specialist,Senior,Employee Referral,EMEA,Bachelor's,Male,C. Adjei,2024-05-27,7.1,False,,0,False,False,False,Applied,Rejected at Screening,,931.43
APP-100255,CAND-728661,Engineering,Software Engineer,Senior,LinkedIn,EMEA,Bachelor's,Female,F. Antwi,2024-08-24,6.5,False,,0,False,False,False,Applied,Rejected at Screening,,5388.97
APP-100934,CAND-865261,Engineering,QA Engineer,Junior,LinkedIn,North America,Master's,Female,B. Owusu,2024-08-25,1.8,True,63.2,0,False,False,False,Assessment,Rejected at Assessment,,5272.23
APP-100869,CAND-972868,Sales,Solutions Consultant,Mid,Job Board,North America,Bachelor's,Female,D. Boateng,2024-02-25,5.4,False,,0,False,False,False,Applied,Rejected at Screening,,1683.48
APP-101676,CAND-703319,Marketing,Content Strategist,Mid,Job Board,Unknown,Bachelor's,Male,B. Owusu,2024-09-12,6.9,True,36.4,0,False,False,False,Screened,Failed Assessment,,2473.08
APP-100892,CAND-1159342,Sales,Account Executive,Mid,Job Board,EMEA,Bachelor's,Male,A. Mensah,2024-03-10,3.4,True,62.8,0,False,False,False,Assessment,Rejected at Assessment,,2480.66
APP-100873,CAND-834964,Engineering,Engineering Manager,Mid,LinkedIn,APAC,Bachelor's,Male,D. Boateng,2024-02-28,4.7,False,,0,False,False,False,Applied,Rejected at Screening,,4139.72
APP-100613,CAND-929686,Customer Success,Support Specialist,Junior,Company Website,EMEA,Bachelor's,Male,B. Owusu,2024-12-08,1.4,True,69.3,0,False,False,False,Assessment,Rejected at Assessment,,358.77
APP-101403,CAND-758582,Sales,Account Executive,Mid,Employee Referral,LATAM,Master's,Female,D. Boateng,2024-03-09,3.8,True,65.5,0,False,False,False,Assessment,Rejected at Assessment,,1094.68
APP-101100,CAND-433060,Marketing,Content Strategist,Senior,Company Website,LATAM,Bachelor's,Female,E. Sarpong,2024-09-15,10.1,True,80.9,3,False,False,False,Interview,Rejected at Interview,,449.94
APP-100388,CAND-719738,Engineering,DevOps Engineer,Junior,Recruitment Agency,EMEA,Diploma,Female,A. Mensah,2025-06-22,1.5,True,59.3,0,False,False,False,Screened,Failed Assessment,,8091.36
APP-100936,CAND-1179417,Marketing,Marketing Manager,Junior,Employee Referral,EMEA,Bachelor's,Male,B. Owusu,2025-03-23,3.1,True,40.9,0,False,False,False,Screened,Failed Assessment,,708.22
APP-100406,CAND-945884,Sales,Solutions Consultant,Senior,Recruitment Agency,APAC,Diploma,Female,C. Adjei,2025-02-25,7.8,True,57.3,0,False,False,False,Screened,Failed Assessment,,9494.52
APP-101315,CAND-865320,Engineering,Engineering Manager,Senior,Recruitment Agency,APAC,Bachelor's,Female,D. Boateng,2025-07-12,10.4,True,83.0,2,True,True,True,Hired,,59.0,6480.44
APP-100794,CAND-314618,Marketing,Marketing Specialist,Mid,Recruitment Agency,Unknown,Master's,Male,D. Boateng,2024-05-04,2.7,False,,0,False,False,False,Applied,Rejected at Screening,,6367.14
APP-100715,CAND-837954,Engineering,Senior Software Engineer,Senior,University/Campus,APAC,Bachelor's,Male,D. Boateng,2024-09-27,5.9,True,42.6,0,False,False,False,Screened,Failed Assessment,,2541.98
APP-101134,CAND-1040557,Sales,Sales Development Rep,Junior,Employee Referral,EMEA,Master's,Male,A. Mensah,2024-03-05,2.3,True,62.4,3,True,True,True,Hired,,44.0,1214.41
APP-101023,CAND-887835,Sales,Sales Manager,Mid,Recruitment Agency,North America,Bachelor's,Male,B. Owusu,2024-03-09,6.7,True,61.8,2,False,False,False,Interview,Rejected at Interview,,7837.65
APP-101055,CAND-300133,Sales,Account Executive,Senior,Job Board,EMEA,Diploma,Male,B. Owusu,2024-08-27,6.0,False,,0,False,False,False,Applied,Rejected at Screening,,1740.01
APP-101590,CAND-534554,Marketing,Marketing Specialist,Junior,Job Board,North America,Bachelor's,Female,F. Antwi,2024-06-30,1.5,True,45.0,0,False,False,False,Screened,Failed Assessment,,2309.64
APP-100246,CAND-730803,Engineering,Engineering Manager,Junior,University/Campus,EMEA,High School,Female,B. Owusu,2024-01-18,4.8,False,,0,False,False,False,Applied,Rejected at Screening,,2042.83
APP-100145,CAND-245963,Marketing,Marketing Manager,Mid,LinkedIn,EMEA,Bachelor's,Female,F. Antwi,2025-05-06,7.6,True,33.8,0,False,False,False,Screened,Failed Assessment,,3104.06
APP-101691,CAND-734985,Engineering,Engineering Manager,Junior,Employee Referral,LATAM,Bachelor's,Male,C. Adjei,2025-03-06,1.1,True,87.2,3,True,True,True,Hired,,51.0,1527.47
APP-101152,CAND-851377,Engineering,QA Engineer,Mid,Job Board,North America,Bachelor's,Male,C. Adjei,2025-10-31,2.6,True,61.3,1,False,False,False,Interview,Rejected at Interview,,2841.76
APP-101664,CAND-391038,Engineering,Senior Software Engineer,Senior,Company Website,EMEA,Bachelor's,Male,E. Sarpong,2025-05-30,7.6,True,46.9,0,False,False,False,Screened,Failed Assessment,,614.74
APP-100622,CAND-992560,Marketing,Growth Marketer,Senior,Job Board,EMEA,Master's,Male,D. Boateng,2025-01-22,8.8,True,71.9,2,False,False,False,Interview,Rejected at Interview,,2579.97
APP-101782,CAND-315186,People & Culture,HR Business Partner,Senior,University/Campus,APAC,Bachelor's,Female,C. Adjei,2025-04-11,7.7,True,46.7,0,False,False,False,Screened,Failed Assessment,,532.67
APP-100460,CAND-822432,Sales,Account Executive,Junior,Company Website,North America,Bachelor's,Male,C. Adjei,2025-08-31,0.0,True,50.4,0,False,False,False,Screened,Failed Assessment,,220.4
APP-100486,CAND-1198399,Engineering,DevOps Engineer,Mid,LinkedIn,APAC,PhD,Female,E. Sarpong,2024-06-12,3.9,True,55.1,0,False,False,False,Screened,Failed Assessment,,6415.39
APP-100090,CAND-951490,Customer Success,Customer Success Manager,Senior,Company Website,North America,Bachelor's,Female,D. Boateng,2025-03-10,10.0,True,78.5,0,False,False,False,Assessment,Rejected at Assessment,,402.09
APP-101229,CAND-894572,Sales,Sales Development Rep,Mid,Company Website,EMEA,Bachelor's,Female,D. Boateng,2025-04-17,6.6,False,,0,False,False,False,Applied,Rejected at Screening,,495.57
APP-100492,CAND-848770,Finance,FP&A Manager,Mid,LinkedIn,APAC,Bachelor's,Female,D. Boateng,2024-12-07,6.6,True,52.8,0,False,False,False,Screened,Failed Assessment,,3454.31
APP-100170,CAND-292785,People & Culture,People Ops Specialist,Junior,LinkedIn,EMEA,PhD,Male,E. Sarpong,2024-01-13,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,2449.39
APP-100056,CAND-229247,Engineering,Senior Software Engineer,Mid,LinkedIn,North America,Bachelor's,Female,A. Mensah,2024-01-02,6.0,True,54.2,0,False,False,False,Screened,Failed Assessment,,2449.12
APP-100404,CAND-310694,People & Culture,Recruiter,Junior,Job Board,North America,Diploma,Male,D. Boateng,2025-02-27,3.3,True,76.5,0,False,False,False,Assessment,Rejected at Assessment,,1998.25
APP-101265,CAND-380391,Data & Analytics,Analytics Engineer,Junior,University/Campus,EMEA,Diploma,Male,A. Mensah,2025-10-31,0.0,True,71.3,0,False,False,False,Assessment,Rejected at Assessment,,3019.54
APP-100599,CAND-1182384,Finance,Financial Analyst,Junior,LinkedIn,EMEA,High School,Male,E. Sarpong,2024-07-30,2.8,True,79.8,1,False,False,False,Interview,Rejected at Interview,,3101.29
APP-101015,CAND-913072,Sales,Sales Development Rep,Lead,Job Board,EMEA,Bachelor's,Male,C. Adjei,2025-08-28,10.9,False,,0,False,False,False,Applied,Rejected at Screening,,2875.25
APP-101370,CAND-206318,Engineering,QA Engineer,Junior,Job Board,APAC,Master's,Male,C. Adjei,2024-06-01,0.0,True,73.9,1,False,False,False,Interview,Rejected at Interview,,4932.68
APP-100097,CAND-1066143,Engineering,Engineering Manager,Lead,Company Website,EMEA,PhD,Female,E. Sarpong,2024-09-23,10.3,True,72.1,3,False,False,False,Interview,Rejected at Interview,,1104.06
APP-100826,CAND-735259,Sales,Sales Manager,Senior,University/Campus,EMEA,Bachelor's,Female,C. Adjei,2025-02-18,12.4,True,56.1,0,False,False,False,Screened,Failed Assessment,,1561.21
APP-101140,CAND-1141516,Engineering,Software Engineer,Mid,Company Website,LATAM,Bachelor's,Female,C. Adjei,2025-10-11,6.8,False,,0,False,False,False,Applied,Rejected at Screening,,1118.01
APP-101225,CAND-846958,Data & Analytics,Analytics Engineer,Senior,Company Website,APAC,Bachelor's,Female,F. Antwi,2024-05-30,8.7,True,63.8,0,False,False,False,Assessment,Rejected at Assessment,,883.61
APP-101702,CAND-1073223,Sales,Solutions Consultant,Mid,Employee Referral,LATAM,Master's,Undisclosed,C. Adjei,2024-11-27,1.9,True,54.7,0,False,False,False,Screened,Failed Assessment,,1107.96
APP-100479,CAND-880599,Sales,Sales Development Rep,Mid,Company Website,APAC,Bachelor's,Male,D. Boateng,2025-08-10,4.0,False,,0,False,False,False,Applied,Rejected at Screening,,311.28
APP-100323,CAND-318827,Customer Success,Support Specialist,Mid,Company Website,North America,Bachelor's,Female,A. Mensah,2025-08-12,4.1,False,,0,False,False,False,Applied,Rejected at Screening,,427.35
APP-101217,CAND-219485,Data & Analytics,Analytics Engineer,Mid,LinkedIn,North America,Unknown,Female,B. Owusu,2025-09-26,4.1,False,,0,False,False,False,Applied,Rejected at Screening,,5417.76
APP-101467,CAND-1106586,Finance,Accountant,Mid,Job Board,EMEA,Bachelor's,Male,B. Owusu,2024-09-19,9.9,True,79.2,0,False,False,False,Assessment,Rejected at Assessment,,2032.43
APP-101478,CAND-444919,Sales,Solutions Consultant,Mid,Employee Referral,EMEA,PhD,Female,F. Antwi,2024-01-18,9.0,False,,0,False,False,False,Applied,Rejected at Screening,,954.26
APP-101622,CAND-1007802,Engineering,Engineering Manager,Junior,Company Website,North America,Bachelor's,Female,A. Mensah,2024-10-13,0.6,True,56.5,0,False,False,False,Screened,Failed Assessment,,539.19
APP-100098,CAND-651046,Sales,Sales Development Rep,Mid,University/Campus,LATAM,Bachelor's,Female,C. Adjei,2024-06-30,7.8,False,,0,False,False,False,Applied,Rejected at Screening,,1133.78
APP-100424,CAND-1064380,People & Culture,HR Business Partner,Mid,Recruitment Agency,North America,Master's,Male,F. Antwi,2025-03-23,5.3,False,,0,False,False,False,Applied,Rejected at Screening,,5122.77
APP-100296,CAND-331992,Marketing,Marketing Specialist,Mid,Employee Referral,North America,Bachelor's,Undisclosed,B. Owusu,2024-11-11,3.1,True,77.1,3,True,True,True,Hired,,72.0,513.43
APP-100737,CAND-221681,Customer Success,Onboarding Specialist,Junior,Employee Referral,North America,Diploma,Female,B. Owusu,2025-10-18,2.9,False,,0,False,False,False,Applied,Rejected at Screening,,730.74
APP-101711,CAND-790064,Engineering,Senior Software Engineer,Mid,LinkedIn,North America,Bachelor's,Female,D. Boateng,2025-06-30,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,4008.05
APP-100902,CAND-617680,Sales,Solutions Consultant,Senior,Company Website,EMEA,Bachelor's,Male,E. Sarpong,2025-03-12,9.9,False,,0,False,False,False,Applied,Rejected at Screening,,477.13
APP-100601,CAND-792277,Customer Success,Onboarding Specialist,Lead,LinkedIn,North America,PhD,Male,E. Sarpong,2024-06-05,12.0,False,,0,False,False,False,Applied,Rejected at Screening,,2285.3
APP-100999,CAND-659184,Marketing,Growth Marketer,Senior,Company Website,North America,Bachelor's,Female,D. Boateng,2025-05-08,12.9,False,,0,False,False,False,Applied,Rejected at Screening,,577.79
APP-101639,CAND-330404,Engineering,Senior Software Engineer,Senior,University/Campus,North America,Bachelor's,Female,E. Sarpong,2024-03-15,10.3,True,61.0,3,False,False,False,Interview,Rejected at Interview,,2746.68
APP-100395,CAND-269416,Finance,Financial Analyst,Mid,Employee Referral,APAC,Bachelor's,Female,B. Owusu,2024-09-09,0.1,True,90.3,0,False,False,False,Assessment,Rejected at Assessment,,1053.7
APP-100426,CAND-1032872,Marketing,Marketing Specialist,Junior,Company Website,North America,Diploma,Female,B. Owusu,2025-09-02,0.0,True,42.2,0,False,False,False,Screened,Failed Assessment,,692.71
APP-101635,CAND-435715,Engineering,Engineering Manager,Senior,Employee Referral,EMEA,Master's,Male,E. Sarpong,2025-07-17,6.6,True,79.7,3,True,True,True,Hired,,57.0,839.37
APP-101549,CAND-279714,Marketing,Marketing Manager,Junior,Employee Referral,LATAM,Bachelor's,Male,C. Adjei,2025-05-24,6.8,True,96.0,2,False,False,False,Interview,Rejected at Interview,,1141.06
APP-101555,CAND-974252,Customer Success,Onboarding Specialist,Mid,Company Website,North America,Bachelor's,Male,E. Sarpong,2024-05-30,3.0,True,38.4,0,False,False,False,Screened,Failed Assessment,,620.54
APP-101038,CAND-763682,Sales,Account Executive,Mid,Recruitment Agency,LATAM,Master's,Female,A. Mensah,2024-05-02,4.0,True,84.2,1,True,False,False,Offer,Offer Declined,,5897.36
APP-100252,CAND-748977,Data & Analytics,Data Analyst,Senior,University/Campus,EMEA,Bachelor's,Male,B. Owusu,2025-10-08,7.4,True,67.1,0,False,False,False,Assessment,Rejected at Assessment,,2844.21
APP-100238,CAND-588053,Engineering,DevOps Engineer,Junior,Employee Referral,EMEA,Bachelor's,Male,B. Owusu,2025-05-24,3.0,True,80.5,0,False,False,False,Assessment,Rejected at Assessment,,1598.19
APP-101144,CAND-259430,Engineering,DevOps Engineer,Junior,Job Board,North America,Master's,Male,E. Sarpong,2025-05-12,1.9,True,65.2,0,False,False,False,Assessment,Rejected at Assessment,,2995.53
APP-100844,CAND-1056955,Engineering,Software Engineer,Senior,Recruitment Agency,EMEA,Bachelor's,Female,A. Mensah,2024-10-15,8.6,True,67.1,1,True,True,True,Hired,,41.0,8245.02
APP-101309,CAND-257282,Sales,Sales Development Rep,Senior,Employee Referral,LATAM,PhD,Female,A. Mensah,2025-01-12,11.0,True,76.6,3,False,False,False,Interview,Rejected at Interview,,1026.67
APP-100845,CAND-692741,Customer Success,Customer Success Manager,Mid,Recruitment Agency,LATAM,Bachelor's,Female,D. Boateng,2025-05-17,4.0,True,65.3,1,True,True,True,Hired,,34.0,4270.42
APP-100554,CAND-1176125,Sales,Sales Development Rep,Junior,LinkedIn,LATAM,Bachelor's,Male,E. Sarpong,2024-06-18,3.0,False,,0,False,False,False,Applied,Rejected at Screening,,2195.92
APP-101220,CAND-1135790,Engineering,QA Engineer,Mid,Company Website,EMEA,Bachelor's,Male,D. Boateng,2025-07-24,3.9,True,56.2,0,False,False,False,Screened,Failed Assessment,,665.6
APP-101369,CAND-356989,Finance,Financial Analyst,Junior,LinkedIn,APAC,Bachelor's,Female,B. Owusu,2025-09-09,4.8,True,83.1,3,True,True,True,Hired,,51.0,3725.4
APP-100545,CAND-1035567,Marketing,Growth Marketer,Senior,Job Board,North America,Bachelor's,Male,B. Owusu,2024-09-07,12.2,True,52.4,0,False,False,False,Screened,Failed Assessment,,2852.22
APP-100250,CAND-785147,Engineering,Senior Software Engineer,Junior,Employee Referral,North America,Bachelor's,Female,D. Boateng,2025-01-10,5.3,True,90.9,1,True,True,True,Hired,,30.0,906.32
APP-100739,CAND-904588,People & Culture,HR Business Partner,Junior,Recruitment Agency,EMEA,Bachelor's,Male,F. Antwi,2025-05-01,2.4,False,,0,False,False,False,Applied,Rejected at Screening,,3168.36
APP-100964,CAND-370412,Engineering,Senior Software Engineer,Mid,LinkedIn,EMEA,Bachelor's,Non-binary,B. Owusu,2025-01-31,2.0,True,70.9,0,False,False,False,Assessment,Rejected at Assessment,,3693.44
APP-100198,CAND-959984,Sales,Account Executive,Mid,LinkedIn,APAC,Bachelor's,Male,C. Adjei,2025-07-07,5.2,True,63.9,0,False,False,False,Assessment,Rejected at Assessment,,2937.04
APP-101436,CAND-740724,Marketing,Marketing Specialist,Junior,LinkedIn,North America,Diploma,Female,D. Boateng,2025-09-09,1.4,True,55.9,0,False,False,False,Screened,Failed Assessment,,3659.38
APP-101509,CAND-252095,Engineering,Software Engineer,Mid,Company Website,APAC,Bachelor's,Male,F. Antwi,2024-06-14,2.9,True,76.9,2,False,False,False,Interview,Rejected at Interview,,709.3
APP-101454,CAND-1056172,Marketing,Growth Marketer,Mid,LinkedIn,North America,Master's,Male,B. Owusu,2024-05-22,3.2,True,56.9,0,False,False,False,Screened,Failed Assessment,,2924.85
APP-100897,CAND-580673,Engineering,Senior Software Engineer,Lead,LinkedIn,North America,Master's,Female,D. Boateng,2025-01-01,14.4,False,,0,False,False,False,Applied,Rejected at Screening,,4346.38
APP-101609,CAND-361685,Sales,Account Executive,Senior,University/Campus,EMEA,Bachelor's,Male,D. Boateng,2025-10-26,9.6,False,,0,False,False,False,Applied,Rejected at Screening,,1106.43
APP-101584,CAND-1129559,Marketing,Marketing Manager,Mid,Employee Referral,North America,Bachelor's,Male,E. Sarpong,2025-09-15,7.9,False,,0,False,False,False,Applied,Rejected at Screening,,1136.65
APP-101314,CAND-1195101,People & Culture,Recruiter,Mid,Employee Referral,APAC,Bachelor's,Male,D. Boateng,2024-10-12,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,721.08
APP-100989,CAND-202832,Engineering,Senior Software Engineer,Mid,LinkedIn,APAC,Bachelor's,Undisclosed,D. Boateng,2025-05-03,7.6,True,61.2,3,False,False,False,Interview,Rejected at Interview,,2019.95
APP-101040,CAND-694621,Sales,Sales Development Rep,Mid,Company Website,North America,Bachelor's,Female,F. Antwi,2025-04-18,5.1,True,75.4,1,False,False,False,Interview,Rejected at Interview,,368.67
APP-101182,CAND-868800,Customer Success,Support Specialist,Mid,LinkedIn,North America,Diploma,Female,C. Adjei,2025-08-12,3.0,True,83.0,3,True,True,True,Hired,,37.0,2451.91
APP-100243,CAND-963410,Engineering,Software Engineer,Junior,Company Website,North America,Bachelor's,Female,E. Sarpong,2025-10-17,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,387.57
APP-100066,CAND-943599,Marketing,Content Strategist,Senior,Recruitment Agency,APAC,Diploma,Female,A. Mensah,2024-10-15,7.8,True,96.2,0,False,False,False,Assessment,Rejected at Assessment,,6478.53
APP-100284,CAND-832882,Finance,FP&A Manager,Mid,Employee Referral,EMEA,Diploma,Male,B. Owusu,2024-09-18,5.0,False,,0,False,False,False,Applied,Rejected at Screening,,1836.68
APP-100933,CAND-769441,Sales,Account Executive,Mid,Employee Referral,APAC,Bachelor's,Male,A. Mensah,2025-03-07,3.9,True,52.3,0,False,False,False,Screened,Failed Assessment,,939.21
APP-100359,CAND-663046,Customer Success,Customer Success Manager,Senior,Job Board,North America,Diploma,Non-binary,B. Owusu,2024-12-14,8.4,True,53.6,0,False,False,False,Screened,Failed Assessment,,1667.68
APP-100095,CAND-464806,Engineering,Software Engineer,Senior,LinkedIn,North America,Diploma,Female,A. Mensah,2024-08-17,10.5,False,,0,False,False,False,Applied,Rejected at Screening,,3172.48
APP-101528,CAND-535377,Marketing,Marketing Manager,Mid,Job Board,EMEA,Master's,Female,B. Owusu,2025-07-29,6.8,False,,0,False,False,False,Applied,Rejected at Screening,,2098.18
APP-101496,CAND-400963,Sales,Solutions Consultant,Junior,Employee Referral,EMEA,Master's,Female,E. Sarpong,2024-02-29,2.0,True,78.6,0,False,False,False,Assessment,Rejected at Assessment,,1264.15
APP-101772,CAND-482626,Sales,Solutions Consultant,Junior,LinkedIn,North America,Diploma,Male,B. Owusu,2025-03-26,0.7,True,48.8,0,False,False,False,Screened,Failed Assessment,,1806.9
APP-101788,CAND-642787,Finance,FP&A Manager,Mid,Company Website,North America,Bachelor's,Female,F. Antwi,2025-04-18,4.8,True,66.0,1,False,False,False,Interview,Rejected at Interview,,623.12
APP-100521,CAND-773780,Marketing,Growth Marketer,Senior,LinkedIn,North America,Bachelor's,Male,E. Sarpong,2025-04-22,6.6,False,,0,False,False,False,Applied,Rejected at Screening,,2600.48
APP-101690,CAND-1037711,Finance,Financial Analyst,Mid,Company Website,EMEA,Bachelor's,Female,E. Sarpong,2024-09-13,3.9,True,68.3,0,False,False,False,Assessment,Rejected at Assessment,,653.55
